,Unnamed: 0,agriculture biomass,agriculture coal,agriculture electricity,agriculture oil,district heat share,electricity rail,electricity residential,electricity residential space,electricity residential water,electricity services space,electricity services water,non energy biomass,non energy electricity,non energy gas,non energy heat,non energy oil,other biomass,other electricity,other gas,other heat,other oil,residential biomass,residential gas,residential heat biomass,residential heat gas,residential heat oil,residential oil,road biomass,road electricity,road gas,road oil,services biomass,services electricity,services gas,services oil,total domestic aviation,total domestic navigation,total international aviation,total international navigation,total navigation hydrogen,total navigation oil,total rail,total residential space,total residential water,total road,total road ev,total road fcev,total road ice,total services space,total services water
KE,0.0,0.0,0.0,0.0,0.22964230144057812,0,0.0,5.911729637557139,0.5975758773000001,0.39838391819999996,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.060193354883356,0.0,37.09296446145396,0.0,1.0742427660306793,0.5532280050000001,0.0,0.0,0.0,0.0,0.0,1.9890367271061797,0.0,2.195066328752461,0.0,0.2999815482767354,10.927520452268329,0.19126520346051126,0.0,0.0,0.23063203607769714,23.497900213790782,15.665266809193856,46.64747291793967,0.0,0.0,0.0,0.0,0.0
